case_id,random_seed,speed_kmh,split,case_kind,defects_json
s016_seed48931274_v160_coupled_subgrade_sleeper_void,48931274,160,train,coupled_subgrade_sleeper_void,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 264.6, ""count"": 94, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3167, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 183.0, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.76}]"
s017_seed84960042_v160_baseline,84960042,160,train,baseline,[]
s017_seed84960042_v160_fastener,84960042,160,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 252.0, ""count"": 8, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s017_seed84960042_v160_sleeper_void,84960042,160,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 288.0, ""count"": 7, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.22}]"
s017_seed84960042_v160_ballast,84960042,160,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 201.0, ""count"": 13, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.4325, ""damping_factor_eta_c"": 1.0}]"
s017_seed84960042_v160_subgrade,84960042,160,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 152.4, ""count"": 111, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.198, ""damping_factor_eta_c"": 1.0}]"
s017_seed84960042_v160_coupled_ballast_subgrade,84960042,160,train,coupled_ballast_subgrade,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 280.2, ""count"": 43, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.7095, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 249.6, ""count"": 49, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1793, ""damping_factor_eta_c"": 1.0}]"
s018_seed69676646_v160_baseline,69676646,160,val,baseline,[]
s018_seed69676646_v160_fastener,69676646,160,val,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 292.8, ""count"": 6, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
s018_seed69676646_v160_sleeper_void,69676646,160,val,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 273.6, ""count"": 9, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.81}]"
s018_seed69676646_v160_ballast,69676646,160,val,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 268.8, ""count"": 163, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4487, ""damping_factor_eta_c"": 1.0}]"
s018_seed69676646_v160_subgrade,69676646,160,val,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 260.4, ""count"": 76, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4969, ""damping_factor_eta_c"": 1.0}]"
s018_seed69676646_v160_coupled_sleeper_void_ballast,69676646,160,val,coupled_sleeper_void_ballast,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 235.8, ""count"": 1, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.68}, {""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 271.2, ""count"": 72, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3145, ""damping_factor_eta_c"": 1.0}]"
s019_seed45489883_v160_baseline,45489883,160,val,baseline,[]
s019_seed45489883_v160_fastener,45489883,160,val,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 215.4, ""count"": 9, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s019_seed45489883_v160_sleeper_void,45489883,160,val,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 222.0, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.39}]"
s019_seed45489883_v160_ballast,45489883,160,val,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 286.2, ""count"": 147, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6413, ""damping_factor_eta_c"": 1.0}]"
s019_seed45489883_v160_subgrade,45489883,160,val,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 222.6, ""count"": 163, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.641, ""damping_factor_eta_c"": 1.0}]"
s019_seed45489883_v160_coupled_fastener_sleeper_void,45489883,160,val,coupled_fastener_sleeper_void,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 183.0, ""count"": 4, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 270.6, ""count"": 6, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.24}]"
s020_seed47089144_v160_baseline,47089144,160,val,baseline,[]
s020_seed47089144_v160_fastener,47089144,160,val,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 237.0, ""count"": 10, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
s020_seed47089144_v160_sleeper_void,47089144,160,val,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 164.4, ""count"": 9, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.55}]"
s020_seed47089144_v160_ballast,47089144,160,val,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 249.0, ""count"": 81, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5975, ""damping_factor_eta_c"": 1.0}]"
s020_seed47089144_v160_subgrade,47089144,160,val,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 157.2, ""count"": 122, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2387, ""damping_factor_eta_c"": 1.0}]"
s020_seed47089144_v160_coupled_sleeper_void_ballast,47089144,160,val,coupled_sleeper_void_ballast,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 295.2, ""count"": 9, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.79}, {""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 244.8, ""count"": 163, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3338, ""damping_factor_eta_c"": 1.0}]"
s021_seed47129498_v160_baseline,47129498,160,val,baseline,[]
s021_seed47129498_v160_fastener,47129498,160,val,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 183.0, ""count"": 7, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s021_seed47129498_v160_sleeper_void,47129498,160,val,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 201.6, ""count"": 10, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.73}]"
s021_seed47129498_v160_ballast,47129498,160,val,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 271.2, ""count"": 102, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.4866, ""damping_factor_eta_c"": 1.0}]"
s021_seed47129498_v160_subgrade,47129498,160,val,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 274.2, ""count"": 27, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7139, ""damping_factor_eta_c"": 1.0}]"
s021_seed47129498_v160_coupled_ballast_fastener,47129498,160,val,coupled_ballast_fastener,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 233.4, ""count"": 76, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 7.7817, ""damping_factor_eta_c"": 1.0}, {""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 290.4, ""count"": 6, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
s022_seed62412871_v160_baseline,62412871,160,test,baseline,[]
s022_seed62412871_v160_fastener,62412871,160,test,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 229.2, ""count"": 1, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s022_seed62412871_v160_sleeper_void,62412871,160,test,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 217.2, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.9}]"
s022_seed62412871_v160_ballast,62412871,160,test,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 168.0, ""count"": 109, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.5266, ""damping_factor_eta_c"": 1.0}]"
s022_seed62412871_v160_subgrade,62412871,160,test,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 266.4, ""count"": 136, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5334, ""damping_factor_eta_c"": 1.0}]"
s022_seed62412871_v160_coupled_sleeper_void_ballast,62412871,160,test,coupled_sleeper_void_ballast,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 193.2, ""count"": 7, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.89}, {""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 258.6, ""count"": 107, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1585, ""damping_factor_eta_c"": 1.0}]"
s023_seed89627785_v160_baseline,89627785,160,test,baseline,[]
s023_seed89627785_v160_fastener,89627785,160,test,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 172.2, ""count"": 8, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s023_seed89627785_v160_sleeper_void,89627785,160,test,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 261.0, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.71}]"
s023_seed89627785_v160_ballast,89627785,160,test,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 189.6, ""count"": 104, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7836, ""damping_factor_eta_c"": 1.0}]"
s023_seed89627785_v160_subgrade,89627785,160,test,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 284.4, ""count"": 108, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3595, ""damping_factor_eta_c"": 1.0}]"
s023_seed89627785_v160_coupled_ballast_subgrade,89627785,160,test,coupled_ballast_subgrade,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 183.0, ""count"": 78, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4278, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 199.2, ""count"": 55, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3153, ""damping_factor_eta_c"": 1.0}]"
s024_seed88267142_v160_baseline,88267142,160,test,baseline,[]
s024_seed88267142_v160_fastener,88267142,160,test,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 265.2, ""count"": 3, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}]"
s024_seed88267142_v160_sleeper_void,88267142,160,test,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 297.6, ""count"": 4, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.25}]"
s024_seed88267142_v160_ballast,88267142,160,test,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 244.8, ""count"": 126, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2233, ""damping_factor_eta_c"": 1.0}]"
s024_seed88267142_v160_subgrade,88267142,160,test,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 273.6, ""count"": 30, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4778, ""damping_factor_eta_c"": 1.0}]"
s024_seed88267142_v160_coupled_ballast_fastener,88267142,160,test,coupled_ballast_fastener,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 223.2, ""count"": 139, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5267, ""damping_factor_eta_c"": 1.0}, {""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 218.4, ""count"": 1, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
s025_seed35130997_v200_baseline,35130997,200,train,baseline,[]
s025_seed35130997_v200_fastener,35130997,200,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 274.8, ""count"": 10, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s025_seed35130997_v200_sleeper_void,35130997,200,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 265.2, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.0}]"
s025_seed35130997_v200_ballast,35130997,200,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 183.0, ""count"": 89, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 5.5935, ""damping_factor_eta_c"": 1.0}]"
s025_seed35130997_v200_subgrade,35130997,200,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 230.4, ""count"": 157, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1865, ""damping_factor_eta_c"": 1.0}]"
s025_seed35130997_v200_coupled_sleeper_void_subgrade,35130997,200,train,coupled_sleeper_void_subgrade,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 196.8, ""count"": 2, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.22}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 283.2, ""count"": 88, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3247, ""damping_factor_eta_c"": 1.0}]"
s026_seed64860803_v200_baseline,64860803,200,train,baseline,[]
s026_seed64860803_v200_fastener,64860803,200,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 195.6, ""count"": 3, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s026_seed64860803_v200_sleeper_void,64860803,200,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 224.4, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.47}]"
s026_seed64860803_v200_ballast,64860803,200,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 271.8, ""count"": 25, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1115, ""damping_factor_eta_c"": 1.0}]"
s026_seed64860803_v200_subgrade,64860803,200,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 277.8, ""count"": 47, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1501, ""damping_factor_eta_c"": 1.0}]"
s026_seed64860803_v200_coupled_fastener_sleeper_void,64860803,200,train,coupled_fastener_sleeper_void,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 198.0, ""count"": 7, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 215.4, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.44}]"
s027_seed91450060_v200_baseline,91450060,200,train,baseline,[]
s027_seed91450060_v200_fastener,91450060,200,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 268.2, ""count"": 8, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}]"
s027_seed91450060_v200_sleeper_void,91450060,200,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 258.6, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.88}]"
s027_seed91450060_v200_ballast,91450060,200,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 169.8, ""count"": 82, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 7.612, ""damping_factor_eta_c"": 1.0}]"
s027_seed91450060_v200_subgrade,91450060,200,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 234.0, ""count"": 47, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5724, ""damping_factor_eta_c"": 1.0}]"
s027_seed91450060_v200_coupled_sleeper_void_fastener,91450060,200,train,coupled_sleeper_void_fastener,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 216.0, ""count"": 6, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.65}, {""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 265.2, ""count"": 6, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
s028_seed40898934_v200_baseline,40898934,200,train,baseline,[]
s028_seed40898934_v200_fastener,40898934,200,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 225.0, ""count"": 6, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s028_seed40898934_v200_sleeper_void,40898934,200,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 189.0, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.57}]"
s028_seed40898934_v200_ballast,40898934,200,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 273.0, ""count"": 56, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.0105, ""damping_factor_eta_c"": 1.0}]"
s028_seed40898934_v200_subgrade,40898934,200,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 229.2, ""count"": 68, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7861, ""damping_factor_eta_c"": 1.0}]"
s028_seed40898934_v200_coupled_subgrade_fastener,40898934,200,train,coupled_subgrade_fastener,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 234.6, ""count"": 25, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3064, ""damping_factor_eta_c"": 1.0}, {""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 223.8, ""count"": 3, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s029_seed54287707_v200_baseline,54287707,200,train,baseline,[]
s029_seed54287707_v200_fastener,54287707,200,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 178.8, ""count"": 9, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
s029_seed54287707_v200_sleeper_void,54287707,200,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 282.6, ""count"": 10, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.36}]"
s029_seed54287707_v200_ballast,54287707,200,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 295.8, ""count"": 83, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.6209, ""damping_factor_eta_c"": 1.0}]"
s029_seed54287707_v200_subgrade,54287707,200,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 252.6, ""count"": 86, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4814, ""damping_factor_eta_c"": 1.0}]"
s029_seed54287707_v200_coupled_sleeper_void_fastener,54287707,200,train,coupled_sleeper_void_fastener,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 213.0, ""count"": 2, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.88}, {""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 219.0, ""count"": 4, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}]"
s030_seed56435458_v200_baseline,56435458,200,train,baseline,[]
s030_seed56435458_v200_fastener,56435458,200,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 245.4, ""count"": 1, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
s030_seed56435458_v200_sleeper_void,56435458,200,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 273.0, ""count"": 7, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.9}]"
s030_seed56435458_v200_ballast,56435458,200,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 264.0, ""count"": 72, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2412, ""damping_factor_eta_c"": 1.0}]"
s030_seed56435458_v200_subgrade,56435458,200,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 170.4, ""count"": 40, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7197, ""damping_factor_eta_c"": 1.0}]"
s030_seed56435458_v200_coupled_ballast_subgrade,56435458,200,train,coupled_ballast_subgrade,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 237.0, ""count"": 124, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.3165, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 250.8, ""count"": 32, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3141, ""damping_factor_eta_c"": 1.0}]"
s031_seed67187233_v200_baseline,67187233,200,train,baseline,[]
s031_seed67187233_v200_fastener,67187233,200,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 175.2, ""count"": 10, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
s031_seed67187233_v200_sleeper_void,67187233,200,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 277.2, ""count"": 1, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.33}]"
s031_seed67187233_v200_ballast,67187233,200,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 229.8, ""count"": 142, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.658, ""damping_factor_eta_c"": 1.0}]"
s031_seed67187233_v200_subgrade,67187233,200,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 189.6, ""count"": 142, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2678, ""damping_factor_eta_c"": 1.0}]"
s031_seed67187233_v200_coupled_fastener_ballast,67187233,200,train,coupled_fastener_ballast,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 183.0, ""count"": 10, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 166.8, ""count"": 19, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.9428, ""damping_factor_eta_c"": 1.0}]"
s032_seed23341517_v200_baseline,23341517,200,train,baseline,[]
s032_seed23341517_v200_fastener,23341517,200,train,fastener,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 222.0, ""count"": 5, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s032_seed23341517_v200_sleeper_void,23341517,200,train,sleeper_void,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 273.0, ""count"": 7, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.91}]"
s032_seed23341517_v200_ballast,23341517,200,train,ballast,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 276.0, ""count"": 128, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.6817, ""damping_factor_eta_c"": 1.0}]"
s032_seed23341517_v200_subgrade,23341517,200,train,subgrade,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 188.4, ""count"": 42, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3728, ""damping_factor_eta_c"": 1.0}]"
