case_id,random_seed,speed_kmh,split,case_kind,pair_group,defects_json
s034_seed99231899_v200_baseline,99231899,200,train,baseline,,[]
s034_seed99231899_v200_fastener,99231899,200,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 296.4, ""count"": 6, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s034_seed99231899_v200_sleeper_void,99231899,200,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 223.2, ""count"": 4, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.13}]"
s034_seed99231899_v200_ballast,99231899,200,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 280.2, ""count"": 44, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.6589, ""damping_factor_eta_c"": 1.0}]"
s034_seed99231899_v200_subgrade,99231899,200,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 175.8, ""count"": 81, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7876, ""damping_factor_eta_c"": 1.0}]"
s034_seed99231899_v200_coupled_subgrade_ballast,99231899,200,train,coupled_subgrade_ballast,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 284.4, ""count"": 93, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7292, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 180.0, ""count"": 53, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3788, ""damping_factor_eta_c"": 1.0}]"
s035_seed69082039_v200_baseline,69082039,200,train,baseline,,[]
s035_seed69082039_v200_fastener,69082039,200,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 262.8, ""count"": 3, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
s035_seed69082039_v200_sleeper_void,69082039,200,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 231.0, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.25}]"
s035_seed69082039_v200_ballast,69082039,200,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 160.8, ""count"": 69, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.7195, ""damping_factor_eta_c"": 1.0}]"
s035_seed69082039_v200_subgrade,69082039,200,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 264.0, ""count"": 110, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2818, ""damping_factor_eta_c"": 1.0}]"
s035_seed69082039_v200_coupled_ballast_sleeper_void,69082039,200,train,coupled_ballast_sleeper_void,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 267.6, ""count"": 151, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.8508, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 268.8, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.53}]"
s036_seed78816363_v200_baseline,78816363,200,train,baseline,,[]
s036_seed78816363_v200_fastener,78816363,200,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 190.2, ""count"": 9, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s036_seed78816363_v200_sleeper_void,78816363,200,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 240.6, ""count"": 7, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.75}]"
s036_seed78816363_v200_ballast,78816363,200,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 166.2, ""count"": 115, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 5.0345, ""damping_factor_eta_c"": 1.0}]"
s036_seed78816363_v200_subgrade,78816363,200,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 266.4, ""count"": 164, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7834, ""damping_factor_eta_c"": 1.0}]"
s036_seed78816363_v200_coupled_ballast_sleeper_void,78816363,200,train,coupled_ballast_sleeper_void,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 151.8, ""count"": 119, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6629, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 213.6, ""count"": 4, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.86}]"
s037_seed26171670_v200_baseline,26171670,200,train,baseline,,[]
s037_seed26171670_v200_fastener,26171670,200,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 291.6, ""count"": 3, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s037_seed26171670_v200_sleeper_void,26171670,200,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 214.8, ""count"": 9, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.81}]"
s037_seed26171670_v200_ballast,26171670,200,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 174.0, ""count"": 61, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.6025, ""damping_factor_eta_c"": 1.0}]"
s037_seed26171670_v200_subgrade,26171670,200,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 225.0, ""count"": 63, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7253, ""damping_factor_eta_c"": 1.0}]"
s037_seed26171670_v200_coupled_subgrade_fastener,26171670,200,train,coupled_subgrade_fastener,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 169.8, ""count"": 80, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1502, ""damping_factor_eta_c"": 1.0}, {""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 285.6, ""count"": 1, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s038_seed57212486_v200_baseline,57212486,200,train,baseline,,[]
s038_seed57212486_v200_fastener,57212486,200,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 240.6, ""count"": 7, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
s038_seed57212486_v200_sleeper_void,57212486,200,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 173.4, ""count"": 1, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.51}]"
s038_seed57212486_v200_ballast,57212486,200,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 280.8, ""count"": 21, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.9534, ""damping_factor_eta_c"": 1.0}]"
s038_seed57212486_v200_subgrade,57212486,200,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 267.0, ""count"": 77, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3776, ""damping_factor_eta_c"": 1.0}]"
s038_seed57212486_v200_coupled_sleeper_void_ballast,57212486,200,train,coupled_sleeper_void_ballast,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 263.4, ""count"": 6, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.3}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 220.2, ""count"": 27, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.8965, ""damping_factor_eta_c"": 1.0}]"
s039_seed18547009_v200_baseline,18547009,200,train,baseline,,[]
s039_seed18547009_v200_fastener,18547009,200,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 207.0, ""count"": 3, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s039_seed18547009_v200_sleeper_void,18547009,200,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 159.6, ""count"": 9, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.74}]"
s039_seed18547009_v200_ballast,18547009,200,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 260.4, ""count"": 89, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 7.1891, ""damping_factor_eta_c"": 1.0}]"
s039_seed18547009_v200_subgrade,18547009,200,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 220.8, ""count"": 63, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3795, ""damping_factor_eta_c"": 1.0}]"
s039_seed18547009_v200_coupled_fastener_sleeper_void,18547009,200,train,coupled_fastener_sleeper_void,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 162.6, ""count"": 4, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 261.0, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.48}]"
s040_seed90294680_v200_baseline,90294680,200,train,baseline,,[]
s040_seed90294680_v200_fastener,90294680,200,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 204.6, ""count"": 4, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
s040_seed90294680_v200_sleeper_void,90294680,200,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 168.6, ""count"": 8, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.97}]"
s040_seed90294680_v200_ballast,90294680,200,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 262.2, ""count"": 105, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6962, ""damping_factor_eta_c"": 1.0}]"
s040_seed90294680_v200_subgrade,90294680,200,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 203.4, ""count"": 82, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3786, ""damping_factor_eta_c"": 1.0}]"
s040_seed90294680_v200_coupled_subgrade_ballast,90294680,200,train,coupled_subgrade_ballast,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 251.4, ""count"": 48, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6129, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 253.2, ""count"": 161, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.7366, ""damping_factor_eta_c"": 1.0}]"
s041_seed18533410_v200_baseline,18533410,200,train,baseline,,[]
s041_seed18533410_v200_fastener,18533410,200,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 195.0, ""count"": 1, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s041_seed18533410_v200_sleeper_void,18533410,200,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 255.0, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.85}]"
s041_seed18533410_v200_ballast,18533410,200,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 194.4, ""count"": 56, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1993, ""damping_factor_eta_c"": 1.0}]"
s041_seed18533410_v200_subgrade,18533410,200,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 284.4, ""count"": 76, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7571, ""damping_factor_eta_c"": 1.0}]"
s041_seed18533410_v200_coupled_sleeper_void_subgrade,18533410,200,train,coupled_sleeper_void_subgrade,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 187.2, ""count"": 8, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.78}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 226.8, ""count"": 150, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5157, ""damping_factor_eta_c"": 1.0}]"
s042_seed97384339_v200_baseline,97384339,200,val,baseline,,[]
s042_seed97384339_v200_fastener,97384339,200,val,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 160.8, ""count"": 8, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
s042_seed97384339_v200_sleeper_void,97384339,200,val,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 215.4, ""count"": 4, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.95}]"
s042_seed97384339_v200_ballast,97384339,200,val,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 276.6, ""count"": 77, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.9499, ""damping_factor_eta_c"": 1.0}]"
s042_seed97384339_v200_subgrade,97384339,200,val,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 232.2, ""count"": 114, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3747, ""damping_factor_eta_c"": 1.0}]"
s042_seed97384339_v200_coupled_ballast_sleeper_void,97384339,200,val,coupled_ballast_sleeper_void,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 191.4, ""count"": 36, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6133, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 265.8, ""count"": 7, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.05}]"
s043_seed44692998_v200_baseline,44692998,200,val,baseline,,[]
s043_seed44692998_v200_fastener,44692998,200,val,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 225.6, ""count"": 10, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
s043_seed44692998_v200_sleeper_void,44692998,200,val,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 195.6, ""count"": 10, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.6}]"
s043_seed44692998_v200_ballast,44692998,200,val,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 242.4, ""count"": 100, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.1103, ""damping_factor_eta_c"": 1.0}]"
s043_seed44692998_v200_subgrade,44692998,200,val,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 179.4, ""count"": 94, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2607, ""damping_factor_eta_c"": 1.0}]"
s043_seed44692998_v200_coupled_sleeper_void_ballast,44692998,200,val,coupled_sleeper_void_ballast,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 195.0, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.83}, {""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 276.6, ""count"": 110, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4511, ""damping_factor_eta_c"": 1.0}]"
s044_seed83864817_v200_baseline,83864817,200,val,baseline,,[]
s044_seed83864817_v200_fastener,83864817,200,val,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 225.0, ""count"": 1, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
s044_seed83864817_v200_sleeper_void,83864817,200,val,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 256.2, ""count"": 4, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.84}]"
s044_seed83864817_v200_ballast,83864817,200,val,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 237.6, ""count"": 105, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.9466, ""damping_factor_eta_c"": 1.0}]"
s044_seed83864817_v200_subgrade,83864817,200,val,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 178.2, ""count"": 33, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6682, ""damping_factor_eta_c"": 1.0}]"
s044_seed83864817_v200_coupled_subgrade_ballast,83864817,200,val,coupled_subgrade_ballast,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 255.6, ""count"": 76, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5428, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 282.6, ""count"": 158, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 7.1859, ""damping_factor_eta_c"": 1.0}]"
s045_seed42708744_v200_baseline,42708744,200,val,baseline,,[]
s045_seed42708744_v200_fastener,42708744,200,val,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 171.0, ""count"": 2, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
s045_seed42708744_v200_sleeper_void,42708744,200,val,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 183.0, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.6}]"
s045_seed42708744_v200_ballast,42708744,200,val,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 216.0, ""count"": 61, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1475, ""damping_factor_eta_c"": 1.0}]"
s045_seed42708744_v200_subgrade,42708744,200,val,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 208.8, ""count"": 54, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4173, ""damping_factor_eta_c"": 1.0}]"
s045_seed42708744_v200_coupled_ballast_fastener,42708744,200,val,coupled_ballast_fastener,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 273.6, ""count"": 64, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4103, ""damping_factor_eta_c"": 1.0}, {""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 165.6, ""count"": 8, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s046_seed35497057_v200_baseline,35497057,200,test,baseline,,[]
s046_seed35497057_v200_fastener,35497057,200,test,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 204.0, ""count"": 7, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s046_seed35497057_v200_sleeper_void,35497057,200,test,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 192.6, ""count"": 6, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.36}]"
s046_seed35497057_v200_ballast,35497057,200,test,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 219.0, ""count"": 146, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6184, ""damping_factor_eta_c"": 1.0}]"
s046_seed35497057_v200_subgrade,35497057,200,test,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 195.6, ""count"": 155, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5934, ""damping_factor_eta_c"": 1.0}]"
s046_seed35497057_v200_coupled_fastener_subgrade,35497057,200,test,coupled_fastener_subgrade,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 203.4, ""count"": 3, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 180.0, ""count"": 79, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.665, ""damping_factor_eta_c"": 1.0}]"
s047_seed51950605_v200_baseline,51950605,200,test,baseline,,[]
s047_seed51950605_v200_fastener,51950605,200,test,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 154.2, ""count"": 1, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
s047_seed51950605_v200_sleeper_void,51950605,200,test,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 291.0, ""count"": 1, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.82}]"
s047_seed51950605_v200_ballast,51950605,200,test,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 157.2, ""count"": 165, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.391, ""damping_factor_eta_c"": 1.0}]"
s047_seed51950605_v200_subgrade,51950605,200,test,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 272.4, ""count"": 47, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2633, ""damping_factor_eta_c"": 1.0}]"
s047_seed51950605_v200_coupled_fastener_ballast,51950605,200,test,coupled_fastener_ballast,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 217.8, ""count"": 5, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 210.0, ""count"": 71, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7285, ""damping_factor_eta_c"": 1.0}]"
s048_seed31769732_v200_baseline,31769732,200,test,baseline,,[]
s048_seed31769732_v200_fastener,31769732,200,test,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 160.8, ""count"": 2, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}]"
s048_seed31769732_v200_sleeper_void,31769732,200,test,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 194.4, ""count"": 1, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.71}]"
s048_seed31769732_v200_ballast,31769732,200,test,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 169.8, ""count"": 50, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 5.9208, ""damping_factor_eta_c"": 1.0}]"
s048_seed31769732_v200_subgrade,31769732,200,test,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 176.4, ""count"": 136, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.703, ""damping_factor_eta_c"": 1.0}]"
s048_seed31769732_v200_coupled_subgrade_ballast,31769732,200,test,coupled_subgrade_ballast,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 207.6, ""count"": 117, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3062, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 216.6, ""count"": 148, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5754, ""damping_factor_eta_c"": 1.0}]"
s049_seed94369616_v215_baseline,94369616,215,train,baseline,,[]
s049_seed94369616_v215_fastener,94369616,215,train,fastener,,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 298.8, ""count"": 5, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
s049_seed94369616_v215_sleeper_void,94369616,215,train,sleeper_void,,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 241.2, ""count"": 10, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.49}]"
s049_seed94369616_v215_ballast,94369616,215,train,ballast,,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 228.6, ""count"": 19, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.3966, ""damping_factor_eta_c"": 1.0}]"
s049_seed94369616_v215_subgrade,94369616,215,train,subgrade,,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 259.2, ""count"": 139, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.676, ""damping_factor_eta_c"": 1.0}]"
