case_id,random_seed,speed_kmh,split,case_kind,pair_group,defects_json
v2n008_seed52495558_v250_coupled_fastener_subgrade_partial_overlap,52495558,250,test,coupled_fastener_subgrade_partial_overlap,v2_seed52495558,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 190.8, ""count"": 5, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 191.4, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.9419, ""damping_factor_eta_c"": 1.0}]"
v2n008_seed52495558_v250_coupled_ballast_sleeper_void_separate,52495558,250,test,coupled_ballast_sleeper_void_separate,v2_seed52495558,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 203.4, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.7684, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 227.4, ""count"": 2, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.372}]"
v2n008_seed52495558_v200_baseline,52495558,200,test,baseline,v2_seed52495558,[]
v2n008_seed52495558_v200_subgrade,52495558,200,test,subgrade,v2_seed52495558,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 201.0, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.7861, ""damping_factor_eta_c"": 1.0}]"
v2n008_seed52495558_v200_coupled_fastener_subgrade_partial_overlap,52495558,200,test,coupled_fastener_subgrade_partial_overlap,v2_seed52495558,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 190.8, ""count"": 5, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 191.4, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.9419, ""damping_factor_eta_c"": 1.0}]"
v2n009_seed95135943_v160_baseline,95135943,160,train,baseline,v2_seed95135943,[]
v2n009_seed95135943_v160_fastener,95135943,160,train,fastener,v2_seed95135943,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 283.8, ""count"": 2, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.05, ""damping_factor_eta_c"": 1.0}]"
v2n009_seed95135943_v160_sleeper_void,95135943,160,train,sleeper_void,v2_seed95135943,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 196.2, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.81}]"
v2n009_seed95135943_v160_ballast,95135943,160,train,ballast,v2_seed95135943,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 214.2, ""count"": 12, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.8355, ""damping_factor_eta_c"": 1.0}]"
v2n009_seed95135943_v160_subgrade,95135943,160,train,subgrade,v2_seed95135943,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 157.2, ""count"": 20, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.9325, ""damping_factor_eta_c"": 1.0}]"
v2n009_seed95135943_v160_coupled_ballast_subgrade_separate,95135943,160,train,coupled_ballast_subgrade_separate,v2_seed95135943,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 183.0, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.9369, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 207.0, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.1372, ""damping_factor_eta_c"": 1.0}]"
v2n009_seed95135943_v160_coupled_subgrade_sleeper_void_overlap,95135943,160,train,coupled_subgrade_sleeper_void_overlap,v2_seed95135943,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 210.0, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2857, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 210.0, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.332}]"
v2n009_seed95135943_v200_baseline,95135943,200,train,baseline,v2_seed95135943,[]
v2n009_seed95135943_v200_fastener,95135943,200,train,fastener,v2_seed95135943,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 283.8, ""count"": 2, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.05, ""damping_factor_eta_c"": 1.0}]"
v2n009_seed95135943_v200_coupled_ballast_subgrade_separate,95135943,200,train,coupled_ballast_subgrade_separate,v2_seed95135943,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 183.0, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.9369, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 207.0, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.1372, ""damping_factor_eta_c"": 1.0}]"
v2n010_seed44767364_v200_baseline,44767364,200,val,baseline,v2_seed44767364,[]
v2n010_seed44767364_v200_fastener,44767364,200,val,fastener,v2_seed44767364,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 259.2, ""count"": 3, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.1, ""damping_factor_eta_c"": 1.0}]"
v2n010_seed44767364_v200_sleeper_void,44767364,200,val,sleeper_void,v2_seed44767364,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 159.0, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.976}]"
v2n010_seed44767364_v200_ballast,44767364,200,val,ballast,v2_seed44767364,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 242.4, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.1327, ""damping_factor_eta_c"": 1.0}]"
v2n010_seed44767364_v200_subgrade,44767364,200,val,subgrade,v2_seed44767364,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 219.6, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1761, ""damping_factor_eta_c"": 1.0}]"
v2n010_seed44767364_v200_coupled_fastener_ballast_overlap,44767364,200,val,coupled_fastener_ballast_overlap,v2_seed44767364,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 210.6, ""count"": 12, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 210.6, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.9333, ""damping_factor_eta_c"": 1.0}]"
v2n010_seed44767364_v200_coupled_fastener_sleeper_void_partial_overlap,44767364,200,val,coupled_fastener_sleeper_void_partial_overlap,v2_seed44767364,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 213.0, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 214.2, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.95}]"
v2n010_seed44767364_v250_baseline,44767364,250,val,baseline,v2_seed44767364,[]
v2n010_seed44767364_v250_sleeper_void,44767364,250,val,sleeper_void,v2_seed44767364,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 159.0, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.976}]"
v2n010_seed44767364_v250_coupled_fastener_ballast_overlap,44767364,250,val,coupled_fastener_ballast_overlap,v2_seed44767364,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 210.6, ""count"": 12, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 210.6, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.9333, ""damping_factor_eta_c"": 1.0}]"
v2n011_seed43137453_v215_baseline,43137453,215,train,baseline,v2_seed43137453,[]
v2n011_seed43137453_v215_fastener,43137453,215,train,fastener,v2_seed43137453,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 175.2, ""count"": 5, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.25, ""damping_factor_eta_c"": 1.0}]"
v2n011_seed43137453_v215_sleeper_void,43137453,215,train,sleeper_void,v2_seed43137453,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 259.8, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.944}]"
v2n011_seed43137453_v215_ballast,43137453,215,train,ballast,v2_seed43137453,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 172.8, ""count"": 40, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1934, ""damping_factor_eta_c"": 1.0}]"
v2n011_seed43137453_v215_subgrade,43137453,215,train,subgrade,v2_seed43137453,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 153.6, ""count"": 80, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.609, ""damping_factor_eta_c"": 1.0}]"
v2n011_seed43137453_v215_coupled_fastener_subgrade_partial_overlap,43137453,215,train,coupled_fastener_subgrade_partial_overlap,v2_seed43137453,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 229.2, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 232.8, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.9758, ""damping_factor_eta_c"": 1.0}]"
v2n011_seed43137453_v215_coupled_ballast_sleeper_void_separate,43137453,215,train,coupled_ballast_sleeper_void_separate,v2_seed43137453,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 231.6, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8402, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 248.4, ""count"": 8, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.412}]"
v2n011_seed43137453_v250_baseline,43137453,250,train,baseline,v2_seed43137453,[]
v2n011_seed43137453_v250_ballast,43137453,250,train,ballast,v2_seed43137453,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 172.8, ""count"": 40, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1934, ""damping_factor_eta_c"": 1.0}]"
v2n011_seed43137453_v250_coupled_fastener_subgrade_partial_overlap,43137453,250,train,coupled_fastener_subgrade_partial_overlap,v2_seed43137453,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 229.2, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 232.8, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 6.9758, ""damping_factor_eta_c"": 1.0}]"
v2n012_seed45006873_v250_baseline,45006873,250,train,baseline,v2_seed45006873,[]
v2n012_seed45006873_v250_fastener,45006873,250,train,fastener,v2_seed45006873,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 257.4, ""count"": 8, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
v2n012_seed45006873_v250_sleeper_void,45006873,250,train,sleeper_void,v2_seed45006873,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 189.6, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.479}]"
v2n012_seed45006873_v250_ballast,45006873,250,train,ballast,v2_seed45006873,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 167.4, ""count"": 80, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5882, ""damping_factor_eta_c"": 1.0}]"
v2n012_seed45006873_v250_subgrade,45006873,250,train,subgrade,v2_seed45006873,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 199.8, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8056, ""damping_factor_eta_c"": 1.0}]"
v2n012_seed45006873_v250_coupled_ballast_subgrade_separate,45006873,250,train,coupled_ballast_subgrade_separate,v2_seed45006873,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 192.6, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7921, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 216.6, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2226, ""damping_factor_eta_c"": 1.0}]"
v2n012_seed45006873_v250_coupled_subgrade_sleeper_void_overlap,45006873,250,train,coupled_subgrade_sleeper_void_overlap,v2_seed45006873,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 207.6, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.2151, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 207.6, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 3.389}]"
v2n012_seed45006873_v200_baseline,45006873,200,train,baseline,v2_seed45006873,[]
v2n012_seed45006873_v200_subgrade,45006873,200,train,subgrade,v2_seed45006873,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 199.8, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8056, ""damping_factor_eta_c"": 1.0}]"
v2n012_seed45006873_v200_coupled_ballast_subgrade_separate,45006873,200,train,coupled_ballast_subgrade_separate,v2_seed45006873,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 192.6, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7921, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 216.6, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2226, ""damping_factor_eta_c"": 1.0}]"
v2n013_seed48962287_v160_baseline,48962287,160,train,baseline,v2_seed48962287,[]
v2n013_seed48962287_v160_fastener,48962287,160,train,fastener,v2_seed48962287,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 165.6, ""count"": 12, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
v2n013_seed48962287_v160_sleeper_void,48962287,160,train,sleeper_void,v2_seed48962287,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 169.2, ""count"": 20, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.901}]"
v2n013_seed48962287_v160_ballast,48962287,160,train,ballast,v2_seed48962287,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 204.0, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7518, ""damping_factor_eta_c"": 1.0}]"
v2n013_seed48962287_v160_subgrade,48962287,160,train,subgrade,v2_seed48962287,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 216.6, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.2855, ""damping_factor_eta_c"": 1.0}]"
v2n013_seed48962287_v160_coupled_fastener_ballast_overlap,48962287,160,train,coupled_fastener_ballast_overlap,v2_seed48962287,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 201.6, ""count"": 2, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 201.6, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.514, ""damping_factor_eta_c"": 1.0}]"
v2n013_seed48962287_v160_coupled_fastener_sleeper_void_partial_overlap,48962287,160,train,coupled_fastener_sleeper_void_partial_overlap,v2_seed48962287,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 208.2, ""count"": 3, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.85, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 208.8, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.154}]"
v2n013_seed48962287_v200_baseline,48962287,200,train,baseline,v2_seed48962287,[]
v2n013_seed48962287_v200_fastener,48962287,200,train,fastener,v2_seed48962287,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 165.6, ""count"": 12, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
v2n013_seed48962287_v200_coupled_fastener_ballast_overlap,48962287,200,train,coupled_fastener_ballast_overlap,v2_seed48962287,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 201.6, ""count"": 2, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 201.6, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.514, ""damping_factor_eta_c"": 1.0}]"
v2n014_seed79119183_v200_baseline,79119183,200,train,baseline,v2_seed79119183,[]
v2n014_seed79119183_v200_fastener,79119183,200,train,fastener,v2_seed79119183,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 283.2, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
v2n014_seed79119183_v200_sleeper_void,79119183,200,train,sleeper_void,v2_seed79119183,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 289.2, ""count"": 1, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.64}]"
v2n014_seed79119183_v200_ballast,79119183,200,train,ballast,v2_seed79119183,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 158.4, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.2949, ""damping_factor_eta_c"": 1.0}]"
v2n014_seed79119183_v200_subgrade,79119183,200,train,subgrade,v2_seed79119183,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 277.8, ""count"": 8, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.5242, ""damping_factor_eta_c"": 1.0}]"
v2n014_seed79119183_v200_coupled_fastener_subgrade_partial_overlap,79119183,200,train,coupled_fastener_subgrade_partial_overlap,v2_seed79119183,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 207.0, ""count"": 3, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.85, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 207.6, ""count"": 80, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8973, ""damping_factor_eta_c"": 1.0}]"
v2n014_seed79119183_v200_coupled_ballast_sleeper_void_separate,79119183,200,train,coupled_ballast_sleeper_void_separate,v2_seed79119183,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 231.6, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.2841, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 250.8, ""count"": 1, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.797}]"
v2n014_seed79119183_v250_baseline,79119183,250,train,baseline,v2_seed79119183,[]
v2n014_seed79119183_v250_sleeper_void,79119183,250,train,sleeper_void,v2_seed79119183,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 289.2, ""count"": 1, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.64}]"
v2n014_seed79119183_v250_coupled_fastener_subgrade_partial_overlap,79119183,250,train,coupled_fastener_subgrade_partial_overlap,v2_seed79119183,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 207.0, ""count"": 3, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.85, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 207.6, ""count"": 80, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8973, ""damping_factor_eta_c"": 1.0}]"
v2n015_seed67002554_v215_baseline,67002554,215,val,baseline,v2_seed67002554,[]
v2n015_seed67002554_v215_fastener,67002554,215,val,fastener,v2_seed67002554,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 297.6, ""count"": 1, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
v2n015_seed67002554_v215_sleeper_void,67002554,215,val,sleeper_void,v2_seed67002554,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 292.8, ""count"": 2, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 3.109}]"
v2n015_seed67002554_v215_ballast,67002554,215,val,ballast,v2_seed67002554,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 170.4, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.5972, ""damping_factor_eta_c"": 1.0}]"
v2n015_seed67002554_v215_subgrade,67002554,215,val,subgrade,v2_seed67002554,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 294.0, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.9467, ""damping_factor_eta_c"": 1.0}]"
v2n015_seed67002554_v215_coupled_ballast_subgrade_separate,67002554,215,val,coupled_ballast_subgrade_separate,v2_seed67002554,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 203.4, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.3307, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 222.6, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.1621, ""damping_factor_eta_c"": 1.0}]"
v2n015_seed67002554_v215_coupled_subgrade_sleeper_void_overlap,67002554,215,val,coupled_subgrade_sleeper_void_overlap,v2_seed67002554,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 231.6, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.191, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 231.6, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.374}]"
v2n015_seed67002554_v250_baseline,67002554,250,val,baseline,v2_seed67002554,[]
v2n015_seed67002554_v250_ballast,67002554,250,val,ballast,v2_seed67002554,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 170.4, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.5972, ""damping_factor_eta_c"": 1.0}]"
v2n015_seed67002554_v250_coupled_ballast_subgrade_separate,67002554,250,val,coupled_ballast_subgrade_separate,v2_seed67002554,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 203.4, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.3307, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 222.6, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.1621, ""damping_factor_eta_c"": 1.0}]"
v2n016_seed77509401_v250_baseline,77509401,250,train,baseline,v2_seed77509401,[]
v2n016_seed77509401_v250_fastener,77509401,250,train,fastener,v2_seed77509401,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 250.8, ""count"": 2, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}]"
v2n016_seed77509401_v250_sleeper_void,77509401,250,train,sleeper_void,v2_seed77509401,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 223.2, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.287}]"
v2n016_seed77509401_v250_ballast,77509401,250,train,ballast,v2_seed77509401,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 228.0, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 5.3212, ""damping_factor_eta_c"": 1.0}]"
v2n016_seed77509401_v250_subgrade,77509401,250,train,subgrade,v2_seed77509401,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 272.4, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1914, ""damping_factor_eta_c"": 1.0}]"
